app    ,2015-11-07,http://joo.kie.sk/cosmosex/update/app.zip,0x7a28
hans   ,2015-11-06,http://joo.kie.sk/cosmosex/update/hans.hex,0x4ae6
franz  ,2014-12-21,http://joo.kie.sk/cosmosex/update/franz.hex,0x2fed
xilinx ,2015-11-07,http://joo.kie.sk/cosmosex/update/xilinx.xsvf,0x829c
xlnx2a ,2015-11-07,http://joo.kie.sk/cosmosex/update/xlnx2a.xsvf,0xafd3
xlnx2s ,2015-11-07,http://joo.kie.sk/cosmosex/update/xlnx2s.xsvf,0x1d06
imglist,2014-07-08,http://joo.kie.sk/cosmosex/update/imagelist.csv,0x8b90
