2019-07-08
http://www.exxoshost.co.uk/atari/games/automation/files/A_000.zip,0x0000,Sinbad and the Throne of the Falcon,Myth
http://www.exxoshost.co.uk/atari/games/automation/files/A_001.zip,0x0000,Crystal Castles,Star Wars: The Empire Strikes Back,Northstar w/ docs,Star Raiders,Robotron: 2084,Trail Blazer,Football Manager: World Cup Edition
http://www.exxoshost.co.uk/atari/games/automation/files/A_002.zip,0x0000,Into the Eagle's Nest,Trantor: The Last Stormtrooper,Extensor,Knightmare,Plutos,Virus,Joe Blade,Trifide II
http://www.exxoshost.co.uk/atari/games/automation/files/A_003.zip,0x0000,Mercenary: Return to Targ,Mercenary: The Second City,Football Manager,Titus Arcade Classics Vol. 1,Rolling Thunder,Arkanoid II: Revenge of Doh,Delta Patrol,Super Huey
http://www.exxoshost.co.uk/atari/games/automation/files/A_004.zip,0x0000,Mission Genocide,Computer Scrabble,Moon Patrol,Eden Blues,Xevious,Airball,Starquake,Missile Command (v1.0)
http://www.exxoshost.co.uk/atari/games/automation/files/A_005.zip,0x0000,Typhoon Thompson in: Search for the Sea Child,Street Gang (1 meg),Deathstrike
http://www.exxoshost.co.uk/atari/games/automation/files/A_006.zip,0x0000,Better Dead Than Alien,Missile Command (v2.0),Pinball Factory,Thundercats,Army Moves,Rockford,Joust
http://www.exxoshost.co.uk/atari/games/automation/files/A_007.zip,0x0000,Asteriods Deluxe,Karate Kid II (1 meg),Diablo,Battleships,Vampire's Empire,Overlander
http://www.exxoshost.co.uk/atari/games/automation/files/A_008.zip,0x0000,Backlash,Ninja,Goldrunner,Major Motion,Super Breakout,Revenge of the Mutant Camels II,QBall,Spook
http://www.exxoshost.co.uk/atari/games/automation/files/A_009.zip,0x0000,Nebulus,Eliminator,Blue Angels,Enduro Racer,Chubby Gristle
http://www.exxoshost.co.uk/atari/games/automation/files/A_010.zip,0x0000,Tournament Leader Board,Leader Board,Pengy,Veteran,Black Lamp,Whirligig
http://www.exxoshost.co.uk/atari/games/automation/files/A_011.zip,0x0000,Championship Cricket (1 meg),Soccer Supremo,Tennis,Quadralien,The Lands of Havoc,Mudpies,Hotshot,Thrust,8 Ball
http://www.exxoshost.co.uk/atari/games/automation/files/A_012.zip,0x0000,Beyond the Ice Palace,Space Killer,Time Bandit v2.1,Sky Chase,Deflektor,Shackled
http://www.exxoshost.co.uk/atari/games/automation/files/A_013.zip,0x0000,Super Hang-On,Super Sprint,ST Karate,Pool (Microdeal)
http://www.exxoshost.co.uk/atari/games/automation/files/A_014.zip,0x0000,Elite,Vixen,Star Goose!,Helter Skelter,Championship Baseball
http://www.exxoshost.co.uk/atari/games/automation/files/A_015.zip,0x0000,Starray (1 meg),Return to Genesis (1 meg)
http://www.exxoshost.co.uk/atari/games/automation/files/A_016.zip,0x0000,Federation of Free Traders,Football Manager II,Screaming Wings,Mousetrap,Bombjack
http://www.exxoshost.co.uk/atari/games/automation/files/A_017.zip,0x0000,Magnetic Tank,Indiana Jones and the Temple of Doom,Spy vs. Spy,Tetra Quest,Garfield,Cybernoid: The Fighting Machine,Tetris
